Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Image Alt Text
luna-marble-10-pcs-premium-cookware-set-black,Luna Marble 10-pcs Premium Cookware set-Black,"<p>Luna Marble 10-piece premium cookware set in a sleek black speckled marble finish. Includes pots, a saucepan and frying pans with tempered glass lids, stay-cool wood-look handles and a durable non-stick marble coating.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,LUNA-10PC-BLACK,1699.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-k2Jlnbq3CwRqWNqW7yP5qXuZ4G4OJY.png,Luna Marble 10-pcs Premium Cookware set-Black
luna-marble-10-pcs-premium-cookware-set-charcoal,Luna Marble 10-pcs Premium Cookware set-Charcoal,"<p>Luna Marble 10-piece premium cookware set in a deep charcoal speckled marble finish. Includes pots, a saucepan and frying pans with tempered glass lids, stay-cool wood-look handles and a durable non-stick marble coating.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,LUNA-10PC-CHARCOAL,1699.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-bC8H21Dp4yBB0it2jXIa7mq94YOQR9.png,Luna Marble 10-pcs Premium Cookware set-Charcoal
luna-marble-10-pcs-premium-cookware-set-grey,Luna Marble 10-pcs Premium Cookware set-Grey,"<p>Luna Marble 10-piece premium cookware set in an elegant light grey speckled marble finish. Includes pots, a saucepan and frying pans with tempered glass lids, stay-cool wood-look handles and a durable non-stick marble coating.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,LUNA-10PC-GREY,1699.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-IcJq2z43tumOBQXO8Jc8k7lsRlFfJF.png,Luna Marble 10-pcs Premium Cookware set-Grey
modern-3pcs-food-warmer,Modern 3pcs Food Warmer,<p>Elegant gold/amber colored 3-piece food warmer set with decorative glass pattern. Perfect for keeping food warm at dinner parties and special occasions.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-MWARM-001,595.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/modern-3pcs-food-warmer.jpg,Modern 3pcs Food Warmer
modern-knife-set-with-stand,Modern Knife Set with Stand,<p>Modern knife set with wooden handles on rotating stand. Includes various knives for all kitchen tasks. Elegant design and sharp blades.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-MKNIFE-001,260.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/knife-set-stand.jpg,Modern Knife Set with Stand
moffy-001,"Moffy 001, 7pcs, Super King Size","<p>Moffy 7-piece super king size comforter set in light grey, featuring an elegant textured botanical leaf design. Includes 1 comforter (230x250cm), 2 pillowshams (48x68+4cm), 2 digital print pillowcases (48x68cm) and 2 cushions (45x45cm). 100% polyester fabric and filling.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-MOFFY-001,545.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/moffy-001.jpg,"Moffy 001, 7pcs, Super King Size"
moffy-002,"Moffy 002, 7pcs, Super King Size","<p>Moffy 7-piece super king size comforter set in light blue, featuring an elegant textured botanical leaf design. Includes 1 comforter (230x250cm), 2 pillowshams (48x68+4cm), 2 digital print pillowcases (48x68cm) and 2 cushions (45x45cm). 100% polyester fabric and filling.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-MOFFY-002,545.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/moffy-002.jpg,"Moffy 002, 7pcs, Super King Size"
moffy-003,"Moffy 003, 7pcs, Super King Size","<p>Moffy 7-piece super king size comforter set in beige, featuring an elegant textured botanical leaf design. Includes 1 comforter (230x250cm), 2 pillowshams (48x68+4cm), 2 digital print pillowcases (48x68cm) and 2 cushions (45x45cm). 100% polyester fabric and filling.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-MOFFY-003,545.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/moffy-003.jpg,"Moffy 003, 7pcs, Super King Size"
moffy-004,"Moffy 004, 7pcs, Super King Size","<p>Moffy 7-piece super king size comforter set in pink, featuring an elegant textured botanical leaf design. Includes 1 comforter (230x250cm), 2 pillowshams (48x68+4cm), 2 digital print pillowcases (48x68cm) and 2 cushions (45x45cm). 100% polyester fabric and filling.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-MOFFY-004,545.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/moffy-004.jpg,"Moffy 004, 7pcs, Super King Size"
moffy-005,"Moffy 005, 7pcs, Super King Size","<p>Moffy 7-piece super king size comforter set in white, featuring an elegant textured botanical leaf design. Includes 1 comforter (230x250cm), 2 pillowshams (48x68+4cm), 2 digital print pillowcases (48x68cm) and 2 cushions (45x45cm). 100% polyester fabric and filling.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-MOFFY-005,545.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/moffy-005.jpg,"Moffy 005, 7pcs, Super King Size"
momo-001-super-king-quilt-set,MOMO-001 Super King Quilt Set,"<p>The MOMO-001 is a beautiful Super King size 4-piece reversible quilt set featuring an elegant pink and white botanical floral design with a soft cotton touch. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), and 1 matching cushion (50 x 50cm). Made from 100% polyester fabric with 100% polyester filling for lasting comfort and easy care. Reversible use lets you refresh your bedroom style effortlessly.</p>",Agri Hub SA,Bedding,bedding,TRUE,,550.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318761625-knstng.webp,MOMO-001 Super King Quilt Set
momo-002-super-king-quilt-set,MOMO-002 Super King Quilt Set,"<p>The MOMO-002 is a luxurious Super King size 4-piece reversible quilt set featuring an elegant light blue botanical floral design with a soft cotton touch. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), and 1 matching cushion (50 x 50cm). Made from 100% polyester fabric with 100% polyester filling for lasting comfort and easy care. Reversible use lets you switch up your bedroom style effortlessly.</p>",Cotton Touch,Bedding,bedding,TRUE,,550.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318759509-j8olej.webp,MOMO-002 Super King Quilt Set
momo-003-super-king-quilt-set,MOMO-003 Super King Quilt Set,"<p>The MOMO-003 is an elegant Super King size 4-piece quilt set featuring a timeless cream and ivory floral design with a soft cotton touch. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), and 1 matching cushion (50 x 50cm). Made from 100% polyester fabric with 100% polyester filling for lasting comfort and easy care. A versatile neutral set that complements any bedroom decor.</p>",Cotton Touch,Bedding,bedding,TRUE,,550.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318761436-pxvcyp.webp,MOMO-003 Super King Quilt Set
momo-004-super-king-quilt-set,MOMO-004 Super King Quilt Set,"<p>The MOMO-004 is a beautiful Super King size 4-piece reversible quilt set featuring an elegant sage green and white botanical floral design with a soft cotton touch. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), and 1 matching cushion (50 x 50cm). Made from 100% polyester fabric with 100% polyester filling for lasting comfort and easy care. Reversible use lets you refresh your bedroom style effortlessly.</p>",Agri Hub SA,Bedding,bedding,TRUE,,550.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318761576-8ytdm7.webp,MOMO-004 Super King Quilt Set
momo-005-super-king-quilt-set,MOMO-005 Super King Quilt Set,"<p>The MOMO-005 is a beautiful Super King size 4-piece reversible quilt set featuring an elegant grey and white botanical floral design with a soft cotton touch. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), and 1 matching cushion (50 x 50cm). Made from 100% polyester fabric with 100% polyester filling for lasting comfort and easy care. Reversible use lets you refresh your bedroom style effortlessly.</p>",Agri Hub SA,Bedding,bedding,TRUE,,550.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318761814-c68ih2.webp,MOMO-005 Super King Quilt Set
momo-006-super-king-quilt-set,MOMO-006 Super King Quilt Set,"<p>The MOMO-006 is a beautiful Super King size 4-piece reversible quilt set featuring an elegant beige and cream floral design with a soft cotton touch. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), and 1 ultra soft cushion (50 x 50cm). Made from 100% polyester fabric with 100% polyester filling for lasting comfort and easy care. Reversible use lets you refresh your bedroom style effortlessly.</p>",Cotton Touch,Bedding,bedding,TRUE,,550.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318761316-ulpu9e.webp,MOMO-006 Super King Quilt Set
momo-008-super-king-quilt-set,MOMO-008 Super King Quilt Set,"<p>The MOMO-008 is a beautiful Super King size 4-piece reversible quilt set featuring an elegant lavender and white floral design with a soft cotton touch. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), and 1 ultra soft cushion (50 x 50cm). Made from 100% polyester fabric with 100% polyester filling for lasting comfort and easy care. Reversible use lets you refresh your bedroom style effortlessly.</p>",Cotton Touch,Bedding,bedding,TRUE,,550.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318761949-6wg8uh.webp,MOMO-008 Super King Quilt Set
pastor-bowl-diff-colours,Pastor Bowl - Diff Colours,"<p>Modern shallow pasta/serving bowls available in multiple colours including black, grey, sage green, coral/peach, navy blue, and white. Perfect for pasta, salads, or everyday dining. Stackable design for easy storage.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,,32.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/pastor-bowl-diff-colours.jpg,Pastor Bowl - Diff Colours
portable-20l-rice-container,Portable 20L Rice Container,<p>Beige/cream portable 20L rice storage container with secure lid. Keeps rice fresh and protected from pests. Easy-pour spout for convenience.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-RICE-001,240.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/portable-20l-rice-container.jpg,Portable 20L Rice Container
premium-3d-carpet-150x200-v1-teal-grey-swirl,"Premium 3D Carperts, 150cm by 200 cm - V1_Teal Grey Swirl","<p>Premium 3D carpet measuring 150cm by 200cm. Features a flowing teal, grey, navy and white 3D swirl design. Soft, durable and perfect for adding a modern centrepiece to any living space.</p>",Homeline,Bedding,bedding,TRUE,HL-3DCARPET-V1,240.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/carpets/premium-3d-carpet-v1-teal-grey-swirl.jpg,"Premium 3D Carperts, 150cm by 200 cm - V1_Teal Grey Swirl"
premium-3d-carpet-150x200-v42-black-gold-butterfly,"Premium 3D Carperts, 150cm by 200 cm - V42_Black Gold Butterfly","<p>Premium 3D carpet measuring 150cm by 200cm. Features a striking black ground with gold and white 3D butterflies framed by a classic Greek-key border. Soft, durable and a bold centrepiece for any living space.</p>",Homeline,Bedding,bedding,TRUE,HL-3DCARPET-V42,240.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/carpets/premium-3d-carpet-v42-black-gold-butterfly.jpg,"Premium 3D Carperts, 150cm by 200 cm - V42_Black Gold Butterfly"
premium-3d-carpet-150x200-v60-charcoal-swirl,"Premium 3D Carperts, 150cm by 200 cm - V60_Charcoal Swirl","<p>Premium 3D carpet measuring 150cm by 200cm. Features a bold charcoal and navy ground with grey-and-white 3D swirl design. Soft, durable and a stylish centrepiece for any living space.</p>",Homeline,Bedding,bedding,TRUE,HL-3DCARPET-V60,240.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/carpets/premium-3d-carpet-v60-charcoal-swirl.jpg,"Premium 3D Carperts, 150cm by 200 cm - V60_Charcoal Swirl"
premium-3d-carpet-150x200-v61-blue-maroon,"Premium 3D Carperts, 150cm by 200 cm - V61_Blue Maroon","<p>Premium 3D carpet measuring 150cm by 200cm. Features a bold 3D swirl design in deep blue and maroon with grey and white accents. Soft, durable and perfect for adding a striking centrepiece to any living space.</p>",Homeline,Bedding,bedding,TRUE,HL-3DCARPET-V61,240.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/carpets/premium-3d-carpet-v61-blue-maroon.jpg,"Premium 3D Carperts, 150cm by 200 cm - V61_Blue Maroon"
premium-3d-carpet-150x200-v66-black-grey-block,"Premium 3D Carperts, 150cm by 200 cm - V66_Black Grey Block","<p>Premium 3D carpet measuring 150cm by 200cm. Features a modern black, grey and white geometric block design with a gradient shimmer effect. Soft, durable and a stylish centrepiece for any living space.</p>",Homeline,Bedding,bedding,TRUE,HL-3DCARPET-V66,240.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/carpets/premium-3d-carpet-v66-black-grey-block.jpg,"Premium 3D Carperts, 150cm by 200 cm - V66_Black Grey Block"
premium-3d-carpet-150x200-v68-turquoise-block,"Premium 3D Carperts, 150cm by 200 cm - V68_Turquoise Block","<p>Premium 3D carpet measuring 150cm by 200cm. Features a bold turquoise, grey, black and white geometric block design. Soft, durable and perfect for adding a vibrant centrepiece to any living space.</p>",Homeline,Bedding,bedding,TRUE,HL-3DCARPET-V68,240.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/carpets/premium-3d-carpet-v68-turquoise-block.jpg,"Premium 3D Carperts, 150cm by 200 cm - V68_Turquoise Block"
premium-3d-carpet-150x200-v70-grey-block,"Premium 3D Carperts, 150cm by 200 cm - V70_Grey Block","<p>Premium 3D carpet measuring 150cm by 200cm. Features a modern black, grey and white geometric block design. Soft, durable and a stylish centrepiece for any living space.</p>",Homeline,Bedding,bedding,TRUE,HL-3DCARPET-V70,240.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/carpets/premium-3d-carpet-v70-grey-block.jpg,"Premium 3D Carperts, 150cm by 200 cm - V70_Grey Block"
premium-3d-carpet-150x200-v73-red-cream-circles,"Premium 3D Carperts, 150cm by 200 cm - V73_Red Cream Circles","<p>Premium 3D carpet measuring 150cm by 200cm. Features a bold red, cream, black and gold design with 3D concentric-circle and block patterns. Soft, durable and a striking centrepiece for any living space.</p>",Homeline,Bedding,bedding,TRUE,HL-3DCARPET-V73,240.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/carpets/premium-3d-carpet-v73-red-cream-circles.jpg,"Premium 3D Carperts, 150cm by 200 cm - V73_Red Cream Circles"
premium-disine-regina-12-piece-die-cast-granite-cookware-set-black,Premium Disine Regina 12-piece Die Cast Granite Cookware Set-Black,"<p>Premium Disine Regina 12-piece die cast granite cookware set in a sleek black speckled finish. Includes assorted pots with tempered glass lids, stay-cool handles and a durable non-stick granite coating - ideal for everyday cooking.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,DR-12PC-BLACK,1350.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-NhgD3p9Q2nQvQvOKBOqpTOIBUBUt2s.png,Premium Disine Regina 12-piece Die Cast Granite Cookware Set-Black
premium-disine-regina-12-piece-die-cast-granite-cookware-set-cream,Premium Disine Regina 12-piece Die Cast Granite Cookware Set-Cream,"<p>Premium Disine Regina 12-piece die cast granite cookware set in an elegant cream speckled finish. Includes assorted pots with tempered glass lids, stay-cool handles and a durable non-stick granite coating - ideal for everyday cooking.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,DR-12PC-CREAM,1350.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-dvkyXn6gbLtwLe6XMij8WVFfnJXo6g.png,Premium Disine Regina 12-piece Die Cast Granite Cookware Set-Cream
premium-disine-regina-12-piece-die-cast-granite-cookware-set-grey,Premium Disine Regina 12-piece Die Cast Granite Cookware Set-Grey,"<p>Premium Disine Regina 12-piece die cast granite cookware set in a modern dark grey speckled finish. Includes assorted pots with tempered glass lids, stay-cool handles and a durable non-stick granite coating - ideal for everyday cooking.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,DR-12PC-GREY,1350.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-P3BJSs9Ictl6Zq5Q8E65RU55Lnw1Cl.png,Premium Disine Regina 12-piece Die Cast Granite Cookware Set-Grey
premium-disine-regina-12-piece-die-cast-granite-cookware-set-red,Premium Disine Regina 12-piece Die Cast Granite Cookware Set-Red,"<p>Premium Disine Regina 12-piece die cast granite cookware set in a rich red maroon speckled finish. Includes assorted pots with tempered glass lids, stay-cool handles and a durable non-stick granite coating - ideal for everyday cooking.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,DR-12PC-RED,1350.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-Wmf25bKW9exLLhAGzbM5TFlu8FnrwF.png,Premium Disine Regina 12-piece Die Cast Granite Cookware Set-Red
premium-fluffy-carpet-150cm-by-200cm-brown,Premium Fluffy Carpet 150cm by 200cm-Brown,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in warm brown. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-BROWN,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-noMcRKnnRaG39ywmyzTryTFK1cpjzv.png,Premium Fluffy Carpet 150cm by 200cm-Brown
premium-fluffy-carpet-150cm-by-200cm-burgundy,Premium Fluffy Carpet 150cm by 200cm-Burgundy,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in rich burgundy. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-BURGUNDY,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-EL06sjQUn4yCU4RfUV5KQvIOCFwUoV.png,Premium Fluffy Carpet 150cm by 200cm-Burgundy
premium-fluffy-carpet-150cm-by-200cm-camel-tie-dye,Premium Fluffy Carpet 150cm by 200cm-Camel Tie-Dye,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in a camel tie-dye finish. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-CAMELTD,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260729-WA0104-M6T8vUb2dsEU0K9iHWxdBAuaEJaKia.jpg,Premium Fluffy Carpet 150cm by 200cm-Camel Tie-Dye
premium-fluffy-carpet-150cm-by-200cm-charcoal,Premium Fluffy Carpet 150cm by 200cm-Charcoal,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in deep charcoal. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-CHARCOAL,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-4HLlWIpCv8EETtT9JrymbJv1bIQXPg.png,Premium Fluffy Carpet 150cm by 200cm-Charcoal
premium-fluffy-carpet-150cm-by-200cm-charcoal-tie-dye,Premium Fluffy Carpet 150cm by 200cm-Charcoal Tie-Dye,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in a charcoal tie-dye finish. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-CHARCOALTD,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260729-WA0093-d1z1J6k8ipxsR7RGg6hLfc4rZdykK3.jpg,Premium Fluffy Carpet 150cm by 200cm-Charcoal Tie-Dye
premium-fluffy-carpet-150cm-by-200cm-coffee-tie-dye,Premium Fluffy Carpet 150cm by 200cm-Coffee Tie-Dye,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in a coffee tie-dye finish. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-COFFEETD,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-dbPk29bt8PFcy6FstSzwQDxz0RjMAP.png,Premium Fluffy Carpet 150cm by 200cm-Coffee Tie-Dye
premium-fluffy-carpet-150cm-by-200cm-grey,Premium Fluffy Carpet 150cm by 200cm-Grey,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in light grey. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-GREY,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-SEwGNxGgLfR0Mzuko2KFJF8Vvb1OOZ.png,Premium Fluffy Carpet 150cm by 200cm-Grey
premium-fluffy-carpet-150cm-by-200cm-khaki-tie-dye,Premium Fluffy Carpet 150cm by 200cm-Khaki Tie-Dye,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in a khaki tie-dye finish. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-KHAKITD,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-ZHBUlKug3alw9a5HqsXw6bLZ9jIK2X.png,Premium Fluffy Carpet 150cm by 200cm-Khaki Tie-Dye
premium-fluffy-carpet-150cm-by-200cm-pink,Premium Fluffy Carpet 150cm by 200cm-Pink,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in vibrant pink. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-PINK,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260729-WA0092-HkXh3d3UhH5oDSZ8G6irnsZeNs4sYg.jpg,Premium Fluffy Carpet 150cm by 200cm-Pink
premium-fluffy-carpet-150cm-by-200cm-rainbow,Premium Fluffy Carpet 150cm by 200cm-Rainbow,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in a pastel rainbow finish. Deep, cosy pile that feels wonderful underfoot - perfect for kids rooms, lounges and bedrooms.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-RAINBOW,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-lfkFK9htspCkeSIQTckNHhE6w6E3i7.png,Premium Fluffy Carpet 150cm by 200cm-Rainbow
premium-fluffy-carpet-150cm-by-200cm-red,Premium Fluffy Carpet 150cm by 200cm-Red,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in bright red. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-RED,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-sZvjA7I5JuGa8CeSCXoE4eFzYRE6Xb.png,Premium Fluffy Carpet 150cm by 200cm-Red
premium-fluffy-carpet-150cm-by-200cm-royal-blue,Premium Fluffy Carpet 150cm by 200cm-Royal Blue,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in royal blue. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-ROYALBLUE,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-hPv4LKuDVM7Xe11xRyZimZYK5d6p0W.png,Premium Fluffy Carpet 150cm by 200cm-Royal Blue
premium-fluffy-carpet-150cm-by-200cm-teal,Premium Fluffy Carpet 150cm by 200cm-Teal,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in bright teal. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-TEAL,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-XWzdlC2Sq6eySRrz6ixdWiuHGI8KFx.png,Premium Fluffy Carpet 150cm by 200cm-Teal
premium-fluffy-carpet-150cm-by-200cm-white,Premium Fluffy Carpet 150cm by 200cm-White,"<p>Ultra-soft plush shag carpet measuring 150cm by 200cm in clean white. Deep, cosy pile that feels wonderful underfoot - perfect for lounges, bedrooms and living spaces.</p>",Agri Hub SA,Bedding,bedding,TRUE,FC-150200-WHITE,195.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-vDofv2djSdHYgtKFb22IQJDFHftrZl.png,Premium Fluffy Carpet 150cm by 200cm-White
queen-size-blankets-2ply-winter-special,Queen Size Blankets 2Ply - Winter Special,"<p>Premium quality 2-ply blanket, thick and warm. Perfect for cold winter nights. Soft fleece material that provides excellent warmth and comfort.</p>",Agri Hub SA,Bedding,bedding,TRUE,,290.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/quality-blankets-2ply.jpg,Queen Size Blankets 2Ply - Winter Special
rara-super-king-quilt-set-grey,RARA Super King Quilt Set - Grey,"<p>The RARA is an elegant 6-piece Super King size quilt set in a sophisticated grey, featuring a beautifully quilted pebble texture for a plush, premium finish. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), 2 euroshams (65 x 65cm), and 1 matching cushion (45 x 45cm). Made from 100% polyester fabric with 100% polyester filling. Proudly made in South Africa for lasting quality and comfort.</p>",Agri Hub SA,Bedding,bedding,TRUE,,495.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765486-uxlowh.webp,RARA Super King Quilt Set - Grey
rara-002-super-king-quilt-set,RARA-002 Super King Quilt Set,"<p>The RARA-002 is an elegant 6-piece Super King size quilt set in a soft duck-egg blue, featuring a beautifully quilted pebble texture for a plush, premium finish. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), 2 euroshams (65 x 65cm), and 1 matching cushion (45 x 45cm). Made from 100% polyester fabric with 100% polyester filling. Proudly made in South Africa for lasting quality and comfort.</p>",Agri Hub SA,Bedding,bedding,TRUE,,495.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318761884-fiu6bj.webp,RARA-002 Super King Quilt Set
rara-006-super-king-quilt-set,RARA-006 Super King Quilt Set,"<p>The RARA-006 is an elegant 6-piece Super King size quilt set in a soft pink, featuring a beautifully quilted pebble texture for a plush, premium finish. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), 2 euroshams (65 x 65cm), and 1 matching cushion (45 x 45cm). Made from 100% polyester fabric with 100% polyester filling. Proudly made in South Africa for lasting quality and comfort.</p>",Agri Hub SA,Bedding,bedding,TRUE,,495.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765824-jgoz7i.webp,RARA-006 Super King Quilt Set
